timestamp,close,high,low,trade_count,open,volume,vwap
2016-01-07 16:00:00+00:00,196.21,197.37,196.18,77086,197.19,18306678,196.803462
2016-01-07 17:00:00+00:00,195.73,196.49,195.651,57090,196.21,14730481,196.485156
2016-01-07 18:00:00+00:00,194.48,195.77,193.93,116202,195.72,31810545,195.185897
2016-01-07 19:00:00+00:00,194.345,195.17,193.8,121582,194.48,30498124,194.824086
2016-01-07 20:00:00+00:00,194.01,194.99,193.59,199020,194.34,53579913,194.508478
2016-01-07 21:00:00+00:00,193.96,196.27,193.42,11830,194.01,14054150,194.327859
2016-01-07 22:00:00+00:00,194.09,194.32,193.83,919,193.99,554749,193.957406
2016-01-07 23:00:00+00:00,194.13,194.24,193.45,769,194.1,444448,193.918272
2016-01-08 00:00:00+00:00,193.93,194.41,193.89,490,194.04,322891,194.131245
2016-01-08 09:00:00+00:00,196.25,196.45,195.87,241,196.24,89472,196.219231
2016-01-08 10:00:00+00:00,195.6,196.29,195.38,125,196.2,56424,195.725176
2016-01-08 11:00:00+00:00,194.75,195.64,194.33,581,195.6,258146,195.00213
2016-01-08 12:00:00+00:00,195.43,195.59,194.67,1104,194.73,681156,195.230282
2016-01-08 13:00:00+00:00,195.9,196.98,194.74,12689,195.42,5998665,196.178354
2016-01-08 14:00:00+00:00,195.4589,196.11,194.73,93008,195.9,23625538,195.249782
2016-01-08 15:00:00+00:00,194.31,195.46,194.1,120003,195.46,30009294,194.556545
2016-01-08 16:00:00+00:00,194.12,194.64,192.99,108180,194.31,24487617,193.736902
2016-01-08 17:00:00+00:00,194.3,194.85,193.95,62968,194.125,13563600,194.414277
2016-01-08 18:00:00+00:00,193.88,194.55,193.57,56587,194.3,11567087,194.022315
2016-01-08 19:00:00+00:00,193.355,194.25,193.16,85521,193.89,21827799,193.659513
2016-01-08 20:00:00+00:00,191.89,193.635,191.58,198751,193.35,55654728,192.610069
2016-01-08 21:00:00+00:00,191.85,193.7245,191.55,13785,191.91,27499638,192.12324
2016-01-08 22:00:00+00:00,191.95,192.05,191.83,550,191.85,785762,193.30974
2016-01-11 09:00:00+00:00,192.72,193.23,192.49,119,193.11,36151,192.826172
2016-01-11 10:00:00+00:00,192.47,192.83,191.97,88,192.8,24253,192.355452
2016-01-11 11:00:00+00:00,192.67,192.8,192.05,192,192.26,88718,192.524822
2016-01-11 12:00:00+00:00,192.5,192.79,192.27,390,192.56,291040,192.513568
2016-01-11 13:00:00+00:00,192.91,193.37,191.22,2650,192.07,1418644,192.867813
2016-01-11 14:00:00+00:00,192.095,193.41,191.925,74902,192.95,18887692,192.676606
2016-01-11 15:00:00+00:00,191.49,192.85,191.35,104484,192.09,23450861,192.160975
2016-01-11 16:00:00+00:00,192.11,192.4,191.06,85802,191.5,21191161,191.669641
2016-01-11 17:00:00+00:00,191.32,192.1799,191.07,65274,192.12,15446947,191.521341
2016-01-11 18:00:00+00:00,190.185,191.55,189.82,86579,191.33,20328256,190.649937
2016-01-11 19:00:00+00:00,190.97,191.57,189.99,100714,190.18,23013387,190.968261
2016-01-11 20:00:00+00:00,192.08,192.79,190.25,171429,190.98,41780593,191.859384
2016-01-11 21:00:00+00:00,191.84,192.38,191.67,7713,192.08,38274467,192.091625
2016-01-11 22:00:00+00:00,191.9,192.11,191.77,223,191.87,657217,192.050709
2016-01-11 23:00:00+00:00,192.42,192.45,191.85,486,191.92,273473,192.182807
2016-01-12 00:00:00+00:00,192.41,192.54,192.17,423,192.44,203109,192.380216
2016-01-12 09:00:00+00:00,192.6,192.71,191.35,177,191.64,47475,192.036553
2016-01-12 10:00:00+00:00,193.53,193.55,192.52,199,192.65,48521,193.108341
2016-01-12 11:00:00+00:00,193.25,194.0,192.95,373,193.45,244779,193.308356
2016-01-12 12:00:00+00:00,193.85,193.99,193.06,902,193.23,803368,193.49044
2016-01-12 13:00:00+00:00,193.92,194.26,193.07,3343,193.84,2800069,193.936641
2016-01-12 14:00:00+00:00,193.97,194.55,193.38,71104,193.93,19952179,193.939766
2016-01-12 15:00:00+00:00,193.05,194.17,192.59,112946,193.975,27814468,193.233814
2016-01-12 16:00:00+00:00,192.52,193.22,191.77,90907,193.0608,20690340,192.42799
2016-01-12 17:00:00+00:00,191.75,192.99,191.44,74287,192.52,17530982,192.13649
2016-01-12 18:00:00+00:00,191.87,192.5,191.62,56941,191.75,11783148,192.06913
2016-01-12 19:00:00+00:00,192.84,192.94,191.14,90415,191.87,23580575,192.024819
2016-01-12 20:00:00+00:00,193.62,194.01,192.29,123832,192.85,32839494,193.342446
2016-01-12 21:00:00+00:00,192.8,193.79,189.17,7566,193.61,16094966,193.24748
2016-01-12 22:00:00+00:00,192.84,192.88,192.64,1129,192.8,591342,192.736087
2016-01-12 23:00:00+00:00,193.27,193.66,192.77,781,192.81,458184,193.151392
2016-01-13 00:00:00+00:00,193.95,193.98,193.27,815,193.27,563598,193.547925
2016-01-13 09:00:00+00:00,194.51,195.07,194.5,426,194.82,175289,194.806089
2016-01-13 10:00:00+00:00,194.52,194.71,194.36,85,194.53,32915,194.501966
2016-01-13 11:00:00+00:00,194.11,194.46,193.97,272,194.46,180783,194.177365
2016-01-13 12:00:00+00:00,194.05,194.41,193.96,744,194.13,610995,194.212353
2016-01-13 13:00:00+00:00,194.55,195.44,193.8,2748,195.44,1835817,194.461934
2016-01-13 14:00:00+00:00,194.09,194.86,193.6383,65557,194.56,17552583,194.317534
2016-01-13 15:00:00+00:00,193.66,194.4025,192.84,105516,194.11,25743833,193.579228
2016-01-13 16:00:00+00:00,192.5,193.9,192.35,73084,193.67,17213916,193.231305
2016-01-13 17:00:00+00:00,191.74,192.75,191.615,58560,192.49,14627669,192.288071
2016-01-13 18:00:00+00:00,190.35,192.02,190.25,90826,191.73,21989788,191.096984
2016-01-13 19:00:00+00:00,189.34,190.7,188.38,183866,190.34,42219371,189.604395
2016-01-13 20:00:00+00:00,188.84,190.18,188.54,219077,189.34,63012736,189.675475
2016-01-13 21:00:00+00:00,188.86,189.6153,188.65,10332,188.84,17530484,189.897094
2016-01-13 22:00:00+00:00,188.93,188.94,188.77,494,188.88,436280,188.857189
2016-01-13 23:00:00+00:00,188.85,189.18,188.82,595,188.99,282316,189.050197
2016-01-14 00:00:00+00:00,188.86,189.15,188.76,495,188.84,185653,188.934798
2016-01-14 09:00:00+00:00,189.18,189.55,188.45,152,188.94,43723,188.948525
2016-01-14 10:00:00+00:00,188.63,189.4,188.5,153,189.15,45276,188.899111
2016-01-14 11:00:00+00:00,188.61,188.77,188.09,495,188.69,289286,188.464363
2016-01-14 12:00:00+00:00,189.54,189.66,188.6,1404,188.68,646093,189.177701
2016-01-14 13:00:00+00:00,189.79,190.0,188.55,3044,189.55,5325772,189.147925
2016-01-14 14:00:00+00:00,187.94,190.02,187.77,97494,189.78,28306111,188.986186
2016-01-14 15:00:00+00:00,190.835,191.67,187.66,226002,187.94,60419112,189.91525
2016-01-14 16:00:00+00:00,190.94,191.19,190.0,100260,190.84,22973782,190.618045
2016-01-14 17:00:00+00:00,191.1,191.78,190.46,80127,190.93,20645491,191.028866
2016-01-14 18:00:00+00:00,192.231,192.41,191.01,72408,191.1,19387768,191.616134
2016-01-14 19:00:00+00:00,192.95,193.03,191.83,83624,192.24,25385966,191.819176
2016-01-14 20:00:00+00:00,191.89,193.26,191.67,147909,192.95,40510984,192.292445
2016-01-14 21:00:00+00:00,191.77,192.36,191.68,8549,191.88,18152057,191.083379
2016-01-14 22:00:00+00:00,191.84,191.84,191.32,1515,191.75,654938,191.539005
2016-01-14 23:00:00+00:00,192.25,192.36,191.72,677,191.84,845543,192.179234
2016-01-15 00:00:00+00:00,191.83,192.53,191.75,483,192.27,188559,192.257203
2016-01-15 09:00:00+00:00,188.9,190.99,188.87,222,190.99,62789,189.282095
2016-01-15 10:00:00+00:00,188.59,189.39,188.33,202,189.15,93942,188.87631
2016-01-15 11:00:00+00:00,188.94,189.17,188.22,375,188.5,195076,188.847675
2016-01-15 12:00:00+00:00,189.05,189.37,188.65,1380,188.93,967042,188.993398
2016-01-15 13:00:00+00:00,187.55,191.54,186.88,9769,188.65,6531225,187.937439
2016-01-15 14:00:00+00:00,187.55,188.69,186.62,178582,187.56,43141059,187.667861
2016-01-15 15:00:00+00:00,187.58,188.76,186.99,179194,187.56,55990407,187.672219
2016-01-15 16:00:00+00:00,187.18,187.97,186.99,121732,187.58,35130259,187.635002
2016-01-15 17:00:00+00:00,186.68,187.35,185.52,157170,187.18,46598342,186.797318
2016-01-15 18:00:00+00:00,187.16,187.49,186.24,113162,186.68,28071248,187.200511
2016-01-15 19:00:00+00:00,188.2089,188.25,186.43,120949,187.16,31457339,187.873081
2016-01-15 20:00:00+00:00,187.78,188.39,187.03,207442,188.2,56219451,188.081791
2016-01-15 21:00:00+00:00,188.23,188.64,187.75,13755,187.78,26806551,188.605167
2016-01-15 22:00:00+00:00,188.33,188.5,188.09,806,188.27,2506934,189.72611
2016-01-19 09:00:00+00:00,190.68,191.0,190.0,315,190.48,97743,190.596691
2016-01-19 10:00:00+00:00,190.92,191.06,190.65,227,190.73,69800,190.842846
2016-01-19 11:00:00+00:00,191.23,191.29,190.9,472,190.94,194242,191.119094
2016-01-19 12:00:00+00:00,190.74,191.23,190.61,1111,191.23,727254,190.916979
2016-01-19 13:00:00+00:00,190.6,191.14,187.3,2185,190.74,4342298,188.577433
2016-01-19 14:00:00+00:00,189.05,190.63,187.8617,90873,190.6,23551936,189.313582
2016-01-19 15:00:00+00:00,188.71,189.99,188.71,107775,189.05,23004438,189.298599
2016-01-19 16:00:00+00:00,188.9,189.47,188.15,95194,188.7101,25963362,188.808568
2016-01-19 17:00:00+00:00,188.2276,188.96,187.87,77695,188.9,20573368,188.322945
2016-01-19 18:00:00+00:00,187.83,188.59,187.69,64066,188.22,14524471,188.108507
2016-01-19 19:00:00+00:00,186.69,187.96,186.2,103344,187.84,25294664,186.903425
2016-01-19 20:00:00+00:00,188.02,188.74,186.51,147520,186.69,34863515,187.846335
2016-01-19 21:00:00+00:00,187.73,188.25,187.4804,7402,188.02,31950766,188.003336
2016-01-19 22:00:00+00:00,187.67,187.8,187.51,659,187.76,1209598,187.586296
2016-01-19 23:00:00+00:00,188.2,188.34,187.63,612,187.68,419928,188.063368
2016-01-20 00:00:00+00:00,187.28,188.11,186.91,1276,188.11,313374,187.374436
2016-01-20 09:00:00+00:00,184.5,184.82,183.48,336,184.05,113853,184.055551
2016-01-20 10:00:00+00:00,184.18,184.65,184.08,115,184.55,36433,184.35955
2016-01-20 11:00:00+00:00,184.5,184.8,184.2,420,184.25,288904,184.436319
2016-01-20 12:00:00+00:00,184.5,184.7,184.09,1140,184.55,767983,184.417586
2016-01-20 13:00:00+00:00,185.03,185.29,184.05,4379,184.05,2458860,184.88838
2016-01-20 14:00:00+00:00,184.149,185.81,184.0,110217,185.04,26355270,184.952126
2016-01-20 15:00:00+00:00,182.34,184.45,182.3,175287,184.14,43786593,183.561144
2016-01-20 16:00:00+00:00,182.468,183.58,182.24,131020,182.35,29172476,182.937673
2016-01-20 17:00:00+00:00,182.6401,182.8,181.02,148629,182.47,35724850,181.728745
2016-01-20 18:00:00+00:00,184.11,184.515,181.77,152040,182.65,39553037,183.276875
2016-01-20 19:00:00+00:00,184.48,184.93,183.46,134426,184.11,33114723,184.211206
2016-01-20 20:00:00+00:00,185.79,187.495,184.24,234361,184.48,61710160,186.290089
2016-01-20 21:00:00+00:00,185.77,186.23,184.0749,8244,185.78,18668828,186.108873
2016-01-20 22:00:00+00:00,186.07,186.07,185.69,590,185.8,528350,185.889369
2016-01-20 23:00:00+00:00,186.6,187.0,185.82,702,186.07,709967,186.301289
2016-01-21 00:00:00+00:00,187.12,187.25,185.81,537,186.6,255799,187.043986
2016-01-21 09:00:00+00:00,185.1,185.32,184.29,112,185.32,14621,184.77498
2016-01-21 10:00:00+00:00,185.59,185.75,185.07,69,185.14,17034,185.258471
2016-01-21 11:00:00+00:00,185.19,185.62,184.72,205,185.4,111509,185.102192
2016-01-21 12:00:00+00:00,185.75,185.99,184.84,1387,185.19,685661,185.43425
2016-01-21 13:00:00+00:00,186.74,187.97,184.85,7184,185.75,3978857,187.123305
2016-01-21 14:00:00+00:00,185.11,187.16,184.64,107736,186.73,24265393,185.658306
2016-01-21 15:00:00+00:00,186.88,187.91,185.06,141775,185.105,31612244,186.933395
2016-01-21 16:00:00+00:00,188.16,188.27,186.46,116283,186.89,23022610,187.43744
2016-01-21 17:00:00+00:00,188.12,188.87,187.89,90533,188.16,18280031,188.335175
2016-01-21 18:00:00+00:00,187.27,188.62,186.79,93265,188.1101,23918303,187.477026
2016-01-21 19:00:00+00:00,187.36,187.5499,185.77,115918,187.3,26675709,186.689025
2016-01-21 20:00:00+00:00,186.68,187.68,186.305,121257,187.365,26817052,187.003651
2016-01-21 21:00:00+00:00,186.66,187.0,186.39,7490,186.68,19235519,186.585596
2016-01-21 22:00:00+00:00,186.38,186.67,186.38,692,186.64,524633,186.476842
2016-01-21 23:00:00+00:00,186.92,187.0,186.17,788,186.41,373131,186.556541
2016-01-22 00:00:00+00:00,186.97,187.44,186.42,676,186.94,287672,186.997839
2016-01-22 09:00:00+00:00,189.03,189.71,188.64,288,188.64,99498,189.319521
2016-01-22 10:00:00+00:00,189.2,189.42,188.84,98,188.9,42847,189.148203
2016-01-22 11:00:00+00:00,189.24,189.4,189.1,238,189.1,197733,189.27678
2016-01-22 12:00:00+00:00,189.34,189.59,189.04,751,189.23,394098,189.340906
2016-01-22 13:00:00+00:00,189.1,189.62,186.8,2805,189.35,1596955,189.266538
2016-01-22 14:00:00+00:00,190.24,190.29,189.07,112719,189.08,29561367,189.665896
2016-01-22 15:00:00+00:00,189.5,190.56,189.49,130028,190.24,29015192,190.067557
2016-01-22 16:00:00+00:00,189.09,189.85,188.88,85902,189.5,19711893,189.38255
2016-01-22 17:00:00+00:00,189.9361,189.99,189.055,51838,189.08,12018052,189.25857
2016-01-22 18:00:00+00:00,190.41,190.435,189.59,48974,189.94,11615415,189.671785
2016-01-22 19:00:00+00:00,190.28,190.76,189.84,68644,190.4,20176453,189.913393
2016-01-22 20:00:00+00:00,190.49,190.61,189.72,100049,190.285,28258056,190.1398
2016-01-22 21:00:00+00:00,190.45,190.57,190.01,10912,190.49,18609919,190.03445
2016-01-22 22:00:00+00:00,190.5,190.55,190.43,262,190.45,90680,190.488647
2016-01-25 09:00:00+00:00,189.87,190.18,189.37,96,189.7,15910,189.68073
2016-01-25 10:00:00+00:00,190.22,190.5,189.82,39,189.99,11832,190.326951
2016-01-25 11:00:00+00:00,190.08,190.29,189.84,74,190.13,46562,190.007438
2016-01-25 12:00:00+00:00,190.31,190.37,190.01,247,190.09,166402,190.23366
2016-01-25 13:00:00+00:00,189.35,190.52,189.25,2313,190.28,1485760,189.655643
2016-01-25 14:00:00+00:00,189.62,190.12,189.27,65135,189.36,14425311,189.664861
2016-01-25 15:00:00+00:00,189.26,190.15,189.04,78542,189.61,18763941,189.592864
2016-01-25 16:00:00+00:00,189.29,189.5,188.75,62385,189.25,14407390,189.125088
2016-01-25 17:00:00+00:00,189.6111,189.66,189.045,38141,189.29,8043088,189.36614
2016-01-25 18:00:00+00:00,189.15,190.11,189.14,49664,189.62,11512861,189.786522
2016-01-25 19:00:00+00:00,188.98,189.41,188.79,53509,189.15,11753960,189.211258
2016-01-25 20:00:00+00:00,187.66,189.21,187.41,131992,188.98,32781243,188.192471
2016-01-25 21:00:00+00:00,187.75,188.61,187.33,6002,187.66,20149512,188.007027
2016-01-25 22:00:00+00:00,187.64,187.71,187.52,441,187.71,415583,187.582211
2016-01-25 23:00:00+00:00,187.29,187.78,187.11,539,187.68,427037,187.595749
2016-01-26 00:00:00+00:00,187.27,187.49,187.1,549,187.33,389539,187.290191
2016-01-26 09:00:00+00:00,186.95,186.95,186.25,179,186.52,50157,186.53349
2016-01-26 10:00:00+00:00,187.41,187.54,186.81,245,186.93,82740,187.177558
2016-01-26 11:00:00+00:00,188.11,188.29,187.23,570,187.44,196750,187.766773
2016-01-26 12:00:00+00:00,187.9,188.53,187.74,1145,188.08,654394,188.176073
2016-01-26 13:00:00+00:00,188.3,188.5,186.43,2228,187.87,1466613,188.067738
2016-01-26 14:00:00+00:00,188.26,189.17,188.02,61100,188.32,15013588,188.566186
2016-01-26 15:00:00+00:00,189.435,189.93,188.26,82518,188.27,18333411,189.393742
2016-01-26 16:00:00+00:00,189.535,189.95,189.23,89144,189.43,26162420,189.397105
2016-01-26 17:00:00+00:00,190.109,190.49,189.53,55981,189.54,15806783,189.970352
2016-01-26 18:00:00+00:00,190.07,190.53,189.96,49883,190.11,15923101,189.912447
2016-01-26 19:00:00+00:00,189.74,190.09,189.48,51016,190.06,11657617,189.803924
2016-01-26 20:00:00+00:00,190.18,190.28,189.36,96262,189.74,24910933,189.81925
2016-01-26 21:00:00+00:00,189.4,190.25,189.37,6451,190.18,11658399,189.772637
2016-01-26 22:00:00+00:00,189.22,190.24,189.2,767,189.36,423105,189.394389
2016-01-26 23:00:00+00:00,189.28,189.45,188.74,868,189.22,645514,189.04788
2016-01-27 00:00:00+00:00,189.4,189.43,188.95,443,189.32,204687,189.19818
2016-01-27 09:00:00+00:00,188.8,189.13,188.62,74,189.03,34889,188.969989
2016-01-27 10:00:00+00:00,189.21,189.3,188.66,59,188.9,17770,188.94614
2016-01-27 11:00:00+00:00,188.91,189.27,188.67,149,189.09,69990,188.898173
2016-01-27 12:00:00+00:00,189.38,189.45,188.87,706,188.98,484289,189.246472
2016-01-27 13:00:00+00:00,189.74,189.89,188.88,1890,189.38,1098122,189.538074
2016-01-27 14:00:00+00:00,189.59,189.99,189.33,44837,189.72,10582490,189.647477
2016-01-27 15:00:00+00:00,189.22,189.69,188.55,97158,189.58,19929840,189.053453
2016-01-27 16:00:00+00:00,191.009,191.24,189.02,79356,189.22,19578320,190.305817
2016-01-27 17:00:00+00:00,190.77,191.56,190.76,52973,190.995,12442785,191.08327
2016-01-27 18:00:00+00:00,190.96,191.09,190.435,50372,190.76,11516707,190.72695
2016-01-27 19:00:00+00:00,188.58,191.49,188.37,202575,190.96,47185567,189.792633
2016-01-27 20:00:00+00:00,188.12,188.59,187.06,206009,188.57,52183474,187.997822
2016-01-27 21:00:00+00:00,188.39,188.5,187.94,6012,188.12,12845272,188.864386
2016-01-27 22:00:00+00:00,188.57,188.79,188.13,587,188.36,868712,189.451202
2016-01-27 23:00:00+00:00,187.92,188.83,187.83,599,188.59,369274,188.375475
2016-01-28 00:00:00+00:00,187.79,187.99,187.17,699,187.95,271364,187.631539
2016-01-28 09:00:00+00:00,189.46,189.9,189.21,128,189.7,39701,189.558202
2016-01-28 10:00:00+00:00,189.15,189.52,188.98,150,189.5,35871,189.155962
2016-01-28 11:00:00+00:00,188.14,189.12,187.91,564,189.12,193189,188.402748
2016-01-28 12:00:00+00:00,188.73,188.79,187.86,1197,188.16,507187,188.422239
2016-01-28 13:00:00+00:00,189.56,189.57,188.0,3988,188.73,1846492,188.74394
2016-01-28 14:00:00+00:00,189.702,190.81,188.42,79059,189.54,20843384,189.849967
2016-01-28 15:00:00+00:00,188.37,189.75,187.16,132385,189.7,29388994,188.277684
2016-01-28 16:00:00+00:00,187.79,189.27,187.77,91530,188.38,18651577,188.546875
2016-01-28 17:00:00+00:00,189.25,189.76,187.76,74578,187.79,14388210,189.055081
2016-01-28 18:00:00+00:00,188.7,189.52,188.37,68163,189.24,15565546,188.982207
2016-01-28 19:00:00+00:00,189.21,189.84,188.66,69564,188.7,14073959,189.330554
2016-01-28 20:00:00+00:00,189.14,189.67,188.94,88813,189.21,19863225,189.275695
2016-01-28 21:00:00+00:00,188.81,189.21,188.4,7778,189.14,9278404,188.824785
2016-01-28 22:00:00+00:00,188.43,188.8,188.43,415,188.75,160116,188.582847
2016-01-28 23:00:00+00:00,188.72,188.74,188.3,333,188.44,275044,188.485757
2016-01-29 00:00:00+00:00,188.51,188.83,188.42,300,188.72,144649,188.623126
2016-01-29 09:00:00+00:00,190.58,190.82,190.13,126,190.13,47311,190.477774
2016-01-29 10:00:00+00:00,190.0,190.75,189.73,100,190.54,42190,190.029233
2016-01-29 11:00:00+00:00,189.99,190.1,189.69,84,189.92,69095,189.961596
2016-01-29 12:00:00+00:00,189.84,190.38,189.83,591,190.04,466073,190.122471
2016-01-29 13:00:00+00:00,190.14,190.75,189.08,2926,189.99,1713897,189.839902
2016-01-29 14:00:00+00:00,191.1525,191.24,189.81,72315,190.15,19563035,190.525184
2016-01-29 15:00:00+00:00,191.05,191.7,190.84,103735,191.15,23802183,191.128879
2016-01-29 16:00:00+00:00,191.91,191.97,190.99,83251,191.045,22684134,191.123557
2016-01-29 17:00:00+00:00,192.42,192.5,191.75,59450,191.92,17572577,191.693273
2016-01-29 18:00:00+00:00,192.52,192.76,192.18,53447,192.42,15194532,192.017799
2016-01-29 19:00:00+00:00,192.62,192.94,192.21,67609,192.53,15748978,192.50858
2016-01-29 20:00:00+00:00,193.7,193.75,192.54,177560,192.62,55006671,192.920003
2016-01-29 21:00:00+00:00,193.7,193.88,193.39,14919,193.7,51514735,193.44414
2016-01-29 22:00:00+00:00,194.0,194.01,193.66,1006,193.7,3238068,193.740512
2016-01-29 23:00:00+00:00,193.98,193.98,193.97,19,193.98,8200,193.97597
2016-02-01 09:00:00+00:00,192.39,193.33,192.37,167,193.32,54629,192.700056
2016-02-01 10:00:00+00:00,192.74,192.75,192.39,104,192.46,52300,192.603131
2016-02-01 11:00:00+00:00,192.77,193.08,192.65,211,192.83,73922,192.827406
2016-02-01 12:00:00+00:00,192.24,192.8,191.99,1210,192.74,838585,192.300348
2016-02-01 13:00:00+00:00,192.37,192.8,192.04,3031,192.26,2005122,192.429265
2016-02-01 14:00:00+00:00,192.4,193.87,192.135,58567,192.36,15385726,192.523731
2016-02-01 15:00:00+00:00,193.07,193.21,191.84,85349,192.4,18594191,192.654741
2016-02-01 16:00:00+00:00,193.2,193.46,192.67,64152,193.07,14844152,193.205609
2016-02-01 17:00:00+00:00,192.55,193.32,192.46,48892,193.2,13258269,192.952245
2016-02-01 18:00:00+00:00,193.22,193.24,192.49,48033,192.56,10721995,192.984728
2016-02-01 19:00:00+00:00,193.82,193.92,192.86,51856,193.22,12817039,193.427341
2016-02-01 20:00:00+00:00,193.69,194.58,192.7743,117042,193.82,31722623,194.078041
2016-02-01 21:00:00+00:00,193.44,194.21,193.0482,8597,193.69,18325218,193.805335
2016-02-01 22:00:00+00:00,193.42,193.52,193.39,436,193.44,147072,193.446515
2016-02-01 23:00:00+00:00,193.01,193.65,192.95,475,193.43,177231,193.22897
2016-02-02 00:00:00+00:00,192.98,193.11,192.92,226,193.01,87351,193.007226
